DATE,Germany
2000M06,104.72501152136724
2000M07,105.54031003590535
2000M08,109.94818789951275
2000M09,114.32290921279447
2000M10,116.94139618465258
2000M11,116.67242178674329
2000M12,110.42464509631381
2001M01,106.60934223786886
2001M02,108.33399363432564
2001M03,110.0627940601365
2001M04,112.15314704944669
2001M05,114.54758655293985
2001M06,117.40728898799436
2001M07,115.94693204201143
2001M08,111.07810977773495
2001M09,110.27066252957476
2001M10,110.65159247914015
2001M11,112.88043808141249
2001M12,110.9982561051031
2002M01,112.20984875249952
2002M02,113.95972817776854
2002M03,113.5911158162101
2002M04,113.06374032777452
2002M05,109.10317100659175
2002M06,104.79874656030381
2002M07,100.89291034542963
2002M08,102.82686217050842
2002M09,102.6820525462385
2002M10,102.93115884741643
2002M11,101.19461854092033
2002M12,98.42398016599593
2003M01,94.7667456322454
2003M02,93.61492398452818
2003M03,93.80046056743767
2003M04,93.54797896516533
2003M05,87.67998714742336
2003M06,86.86062969469256
2003M07,88.97838145171474
2003M08,91.20603809876266
2003M09,90.95226160328575
2003M10,87.15293744119126
2003M11,87.05548825759972
2003M12,82.18176261720978
2004M01,80.43021864577676
2004M02,80.47453215363893
2004M03,83.25443685676126
2004M04,85.17048052536694
2004M05,85.32355486928961
2004M06,84.63165631310972
2004M07,83.47285887324048
2004M08,84.04087479269947
2004M09,84.11031906176568
2004M10,82.63565007966841
2004M11,79.65547523683334
2004M12,76.0598928395936
2005M01,78.48063565206203
2005M02,79.23831294854087
2005M03,78.38952997782332
2005M04,80.68544456534376
2005M05,81.98541046822163
2005M06,85.4910337158297
2005M07,86.41763927229253
2005M08,84.96944947930663
2005M09,86.18031699492224
2005M10,87.98379866462456
2005M11,89.26401641101108
2005M12,87.71105218082774
2006M01,86.85608418347188
2006M02,87.85087979647894
2006M03,87.73850355365592
2006M04,86.40288927893336
2006M05,83.43595480120503
2006M06,84.215352418215
2006M07,83.88004157012251
2006M08,83.3812737934955
2006M09,83.76722347650535
2006M10,84.01305801766395
2006M11,82.13558390124943
2006M12,79.5933433163128
2007M01,81.15404535563495
2007M02,80.77475057678635
2007M03,80.30919661464692
2007M04,78.77816677825831
2007M05,79.2850264499715
2007M06,79.98838212829182
2007M07,77.8307191995654
2007M08,78.30274936662839
2007M09,76.82027370823025
2007M10,75.02762609889116
2007M11,72.75320114417522
2007M12,72.82128308805962
2008M01,72.66979070919204
2008M02,72.44036970312553
2008M03,69.05533823374978
2008M04,68.61782321796915
2008M05,69.63042427354425
2008M06,70.2082861357119
2008M07,69.18512022894423
2008M08,72.81319227067176
2008M09,75.83952418583722
2008M10,81.22627600065968
2008M11,83.68330248604373
2008M12,78.25223605802644
2009M01,80.10797958758785
2009M02,82.82585745934058
2009M03,81.57040674720753
2009M04,80.76203115711337
2009M05,78.35780864660626
2009M06,76.71607287189396
2009M07,76.20599697412817
2009M08,75.25824218466245
2009M09,74.01716437920214
2009M10,72.81115461090825
2009M11,72.46775884583849
2009M12,73.2453903826126
2010M01,75.69521743520784
2010M02,78.63615122015312
2010M03,79.2405822434326
2010M04,80.26127694920253
2010M05,85.81949860552008
2010M06,88.20582667463421
2010M07,84.2071863707631
2010M08,83.41141549532209
2010M09,82.46040783157835
2010M10,77.51218165481549
2010M11,78.84842597754215
2010M12,81.09314878131163
2011M01,80.81550503830636
2011M02,78.99634818789255
2011M03,77.33048537338618
2011M04,75.43501585508977
2011M05,76.29155103714342
2011M06,75.90977160368124
2011M07,76.48881465161384
2011M08,76.19819211510477
2011M09,79.35767386222227
2011M10,79.56436307263476
2011M11,80.20640832157108
2011M12,82.1410553433718
2012M01,84.33058606376626
2012M02,82.09465385908558
2012M03,82.38159102305477
2012M04,83.0353252143234
2012M05,85.37895481939975
2012M06,87.18697562763893
2012M07,88.39524817513566
2012M08,87.7466911394028
2012M09,84.93945294100685
2012M10,84.11952604654792
2012M11,84.59874372701314
2012M12,82.26035656355441
2013M01,81.85170625866657
2013M02,81.61514893645379
2013M03,83.91704695595249
2013M04,83.82610546434643
2013M05,83.94093634337392
2013M06,82.7471159026243
2013M07,83.07664336408088
2013M08,81.73479850759654
2013M09,81.60227334009772
2013M10,79.8240901380124
2013M11,80.3457491237218
2013M12,78.80736352742956
2014M01,80.09267544904786
2014M02,79.73101986587392
2014M03,79.06760579577048
2014M04,79.53391667003822
2014M05,80.35863289954084
2014M06,81.10273864723447
2014M07,81.16414778249917
2014M08,82.38581546593434
2014M09,85.10436155657075
2014M10,86.65826156113987
2014M11,87.57430675337801
2014M12,88.07837144140204
2015M01,94.02260308774424
2015M02,95.96928955263775
2015M03,100.62582240042903
2015M04,100.856750605046
2015M05,97.80805850160645
2015M06,97.58196283188762
2015M07,99.31882361024422
2015M08,97.9226075788495
2015M09,97.22624090302973
2015M10,97.07491403634089
2015M11,102.08202593966035
2015M12,100.4089443250195
2016M01,101.44129418244277
2016M02,99.10102776777148
2016M03,98.7779864522186
2016M04,97.03451576716314
2016M05,97.19454326216704
2016M06,98.12664953266867
2016M07,98.98675355683595
2016M08,97.91144087329474
2016M09,98.14029351465797
2016M10,99.73201551944707
2016M11,102.40297462889988
2016M12,104.17801952803116
2017M01,104.6956156224494
2017M02,104.120523934906
2017M03,103.59597417017558
2017M04,103.12853505962734
2017M05,100.09620374354601
2017M06,98.3520459075688
2017M07,95.51334568603785
2017M08,93.29686349776601
2017M09,92.85628272750525
2017M10,94.23257952209524
2017M11,94.75343388161602
2017M12,93.44865483431798
2018M01,91.7097063162626
2018M02,90.74008490858807
2018M03,90.498245594735
2018M04,91.12728282631136
2018M05,94.37423033045829
2018M06,95.51116938902145
2018M07,95.08750412689132
2018M08,96.1826869302765
2018M09,95.2004633265539
2018M10,96.63536788703615
2018M11,97.9559819317731
2018M12,97.49318965915276
2019M01,98.15795957379476
2019M02,98.75769011249957
2019M03,99.35908965707496
2019M04,99.50166813336901
2019M05,100.0
